name,clalit,clalit_treatments,harel,harel_treatments
שבירו יעקב,True,"בלוטת המגן - כריתה מלאה / חלקית
גרון לרינגוסקופיה +  - הוצאת גוש
בלוטת הרוק - תת ליסתית - כריתה
צוואר - ביתור
בלוטת יותרת המגן - כריתה
בלוטת המגן - כריתה מלאה / חלקית
גרון לרינגוסקופיה +  - הוצאת גוש
בלוטת הרוק - תת ליסתית - כריתה
בלוטת המגן - כריתה מלאה / חלקית
גרון לרינגוסקופיה +  - הוצאת גוש
בלוטת הרוק - תת ליסתית - כריתה
צוואר - ביתור
בלוטת יותרת המגן - כריתה
בלוטת המגן - כריתה מלאה / חלקית
גרון לרינגוסקופיה +  - הוצאת גוש
בלוטת הרוק - תת ליסתית - כריתה
",True,"אף אוזן גרון
"
חאג מחמוד,True,"כיס מרה - כריתה בלפרוסקופ
וריד הספנה + ורידים רגל אחת
טחורים/פילונידל סינוס + פרי אנאל
שד - כריתה חלקית + בלוטות
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
שד - כריתה חלקית
הוצאת גוש
בקע - הרניה מפשעתי בחתך / חוזר
שד - כריתה חלקית
הוצאת גוש
",True,"כירורגיה   כללית
"
שמואל לוינגר,,,True,"עיניים
"
נתן ברוק,,,True,"אורתופדיה
"
אנגל יצחק,True,"עמוד שדרה - למינקטומי מותני
עמוד שדרה - למינקטומי צווארי
עמוד שדרה - כריתת דיסק מותני
ורטברופלסטיה/קיפופלסטיה
עמוד שדרה - קיבוע
עמוד שדרה - למינקטומי צווארי
עמוד שדרה - כריתת דיסק מותני
ורטברופלסטיה/קיפופלסטיה
עמוד שדרה - קיבוע
עמוד שדרה - קיבוע
עמוד שדרה - קיבוע
",,
שלמה מרקוב,,,True,"גניקולוגיה
"
מירובסקי יגאל,True,"עמוד שדרה - קיבוע
קיבוע - הסרה
הוצאת גוש
עמוד שדרה - הוצאת שתלים
ורטברופלסטיה/קיפופלסטיה
ברך - ארטרוסקופיה באשפוז לילה
עמוד שדרה - קיבוע
קיבוע - הסרה
הוצאת גוש
עמוד שדרה - למינקטומי מותני
מפרק ברך/ירך - השתלה מלאה
עמוד שדרה - כריתת דיסק מותני
ורטברופלסטיה/קיפופלסטיה
עמוד שדרה - למינקטומי מותני
עמוד שדרה - למינקטומי צווארי
מפרק ברך/ירך - השתלה מלאה
עמוד שדרה - כריתת דיסק מותני
עמוד שדרה - הוצאת שתלים
ורטברופלסטיה/קיפופלסטיה
ברך - ארטרוסקופיה באשפוז לילה
מפרק ברך/ירך - השתלה מלאה
עמוד שדרה - כריתת דיסק מותני
ורטברופלסטיה/קיפופלסטיה
ברך - ארטרוסקופיה באשפוז לילה
עמוד שדרה - קיבוע
קיבוע - הסרה
הוצאת גוש
",True,"אורתופדיה
"
קמחי נמרוד,True,"קולונוסקופיה
גאסטרוסקופיה
קולונוסקופיה
גאסטרוסקופיה
",,
אברבוך אדוארד,True,"השתלת עדשה -  משנית/רפוזיציה
",,
שיטרית רחל אריאלה,True,"קולונוסקופיה
גאסטרוסקופיה
קולונוסקופיה
גאסטרוסקופיה
",,
משה לפידות,,,True,"כירורגיה פלסטית
"
דב לקסמן,,,True,"גניקולוגיה
"
אליהו ליברטי,,,True,"אורתופדיה
"
שלמה ברודובסקי,,,True,"כירורגיה פלסטית
"
כהן עובד,True,"ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים חוזר
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים חוזר
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
לב - מעקפים + מסתם + T.E.E
ניתוח לב מעקפים חוזר
ניתוח לב מעקפים
ניתוח לב - מסתם + TEE
",,
דויד גויטיין,,,True,"כירורגיה   כללית
"
סוסטיאל גאן פרנסואה אל,True,"גידולי עצם הגולגולת
גידולים חוץ שידרתיים
",,
זגר מיקי,True,"בקע - הרניה מפשעתי בחתך / חוזר
אשך - הידרוצל/וריקוצל + בקע מפשעתי
טחורים - ניתוח
בקע - הרניה מפשעתי בחתך / חוזר
אשך - הידרוצל/וריקוצל + בקע מפשעתי
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
הוצאת גוש
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
",True,"כירורגיה   כללית
"
הרנוף שגיא,True,"גידולי עצם הגולגולת
חורי קידוח
גידולים חוץ שידרתיים
דלף כולל וונטריקולוסטומי חדר - 3
קרניופלסטיקה
ראש - אנוריזמה מלפורמציה
גידולים חוץ שידרתיים
גידולי עצם הגולגולת
חורי קידוח
גידולים חוץ שידרתיים
דלף כולל וונטריקולוסטומי חדר - 3
קרניופלסטיקה
ראש - אנוריזמה מלפורמציה
גידולים חוץ שידרתיים
גידולים חוץ שידרתיים
",,
ארז שרוני,,,True,"כירורגית  לב
"
ניר זיידר,,,True,"עיניים
"
שפיץ ברוך בוריס,True,"בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
כיס מרה - כריתה בלפרוסקופ
בקע מפשעתי + בקע טבורי בחתך
בקע מפשעתי בלאפ + טבורי בחתך
",,
אנדריי נדו,,,True,"אורולוגיה
"
יוסף אלקלעי,,,True,"עור ומין
"
ברוורמן יצחק,True,"סינוס - ניתוח אנדוסקופי + קונכיות
אף - כריתת פוליפים
לשון - כריתת הממברנה (הפרדה)
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
שקדים עם שימוש באלקטרודה
שקדים עם אלקטורדה +  + כפתורים
חיך, בסיס לשון וענבל באלקטרודה
אף - תיקון מחיצה + קונכיות + ש.שלישי
שקדים + שקד שלישי
סינוס - ניתוח אנדוסקופי + קונכיות
אף - כריתת פוליפים
אף - תיקון מחיצה + קונכיות + ש.שלישי
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
שקדים - כריתה
שקד שלישי - כריתה
סינוס - ניתוח אנדוסקופי
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
קונכיות האף - ניתוח
סינוס אנדוסקופי + מחיצה + קונכיות
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
אף - תיקון מחיצה + קונכיות
שקדים עם אלקטורדה +  + כפתורים
חיך, בסיס לשון וענבל באלקטרודה
אף - תיקון מחיצה + קונכיות + ש.שלישי
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
סינוס - ניתוח אנדוסקופי
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
שקדים + שקד שלישי
סינוס - ניתוח אנדוסקופי + קונכיות
אף - כריתת פוליפים
אף - תיקון מחיצה + קונכיות + ש.שלישי
עור התוף - השתלה/תיקון
שקדים - כריתה
אף - תיקון מחיצה + קונכיות + ש.שלישי
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
סינוס - ניתוח אנדוסקופי
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
קונכיות האף - ניתוח
סינוס אנדוסקופי + מחיצה + קונכיות
",True,"אף אוזן גרון
"
עמיאל מגדל,,,True,"דרכי עיכול(גסטרואנטריולוגיה)
"
לנדאו עופר,True,"קיבה - הוצאת טבעת/שינוי מיקום
בקע - הרניה מפשעתי בחתך / חוזר
מעי גס כריתה מלאה בלפרוסקופ
פי טבעת - הרחבה
קיבה - כריתה אורכית בלפ' (שרוול)
ליפומה גדולה/עמוקה בהרדמה כללי
שד - כריתה חלקית + בלוטות
מעי דק - כריתה בלפרוסקופ
טחורים באמצעות סטפלר
מיני מעקף קיבה
צוואר - הוצאת ציסטה
קיבה - כריתה חלקית
קיבה - הוצאת טבעת/שינוי מיקום
בקע - הרניה מפשעתי בחתך / חוזר
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
מעי גס ורקטום כריתה מלאה בחתך
מעי גס ורקטום - סיגמואיד/כ.חלקית
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
בקע חוזר בדופן הבטן + טבורי
החלפת פורט (טבעת לקיצור קיבה)
טחורים/פילונידל סינוס + פרי אנאל
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
הזעת יתר - ניתוח
שד/בלוטת לימפה - ביופסיה
שד - כריתה חלקית
שד - כריתה חלקית דו צדדי
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
בקע בדופן הבטן - לפרוסקופ
תוספתן - אפנדציט
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
הזעת יתר - ניתוח
שד/בלוטת לימפה - ביופסיה
שד - כריתה חלקית
שד - כריתה חלקית דו צדדי
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
קיבה - הוצאת טבעת/שינוי מיקום
קיבה - הוצאת טבעת/שינוי מיקום
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
תוספתן - אפנדציט - לפרוסקופ
פילונידל - סינוס/פיסטולקטומי
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
",True,"כירורגיה   כללית
"
נטע גת,,,True,"אף אוזן גרון
"
שבת שי,True,"עמוד שדרה - כריתת דיסק צווארי
עמוד שדרה - למינקטומי מותני
עמוד שדרה - למינקטומי צווארי
עמוד שדרה - כריתת דיסק מותני
עמוד שדרה - שאיבת דיסק
עמוד שדרה - הוצאת שתלים
ורטברופלסטיה/קיפופלסטיה
עמוד שדרה - קיבוע זעיר פולשני
עמוד שדרה - שאיבה מיקרודיסקטומי
",,
גוטמן יעקב,True,"רחם - כריתה בטנית
רחם - כריתה רדיקלית בחתך
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
שלפוחית - אי נקיטה בשיטת T.V.T
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה גרידה + פוליפ
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רחם היסטרוסקופיה גרידה + פוליפ
",,
מרקושביץ מיכאל,True,"מפרקים - החלפה חלקית
ברך - ארטרוסקופיה באשפוז לילה
כף יד - שחרור תעלה קרפלית CTS
ברך ארטרוסקופיה טיפולי/אבחנתי
כף יד/רגל - הוצאת גנגיליון
אצבע הדק
רגל/יד - קיבוע ע""י פלטות
מפרק ברך/ירך - השתלה מלאה
מפרק ברך/ירך - השתלה מלאה
",,
מרקוס בראון נעמה,True,"שלפוחית - T.V.T + פלסטיקה - בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רצפת אגן קדמי/אחורי - תיקון
רצפת אגן - תיקון מלא
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רצפת אגן קדמי/אחורי - תיקון
רצפת אגן - תיקון מלא
תיקון רצפת אגן קדמי/אחורי + TVT
תיקון רצפת אגן מלא + TVT
נרתיק - פלסטיקה קדמית
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רצפת אגן קדמי/אחורי - תיקון
רצפת אגן - תיקון מלא
תיקון רצפת אגן קדמי/אחורי + TVT
תיקון רצפת אגן מלא + TVT
",True,"אורולוגיה
"
